GA_100_300_1,300,1189246635,1246528650,"{'x': 311.55338899997355, 'y': 359.0841008592593, 'theta': 63.0, 'Delta_x': 204.27897274074076, 'Delta_y': 397, 'gamma': 88.0}"
GA_100_300_2,300,1167270979,1289787797,"{'x': 292.3827580672042, 'y': 324.8950292343988, 'theta': 88, 'Delta_x': 143.81333333333333, 'Delta_y': 143.49333333333334, 'gamma': 2.0}"
GA_100_300_3,300,1135586427,1270112014,"{'x': 330.15124679108766, 'y': 262.2171945794255, 'theta': 84.99431703703704, 'Delta_x': 319.60542622222226, 'Delta_y': 129, 'gamma': 85}"
GA_100_300_4,300,1241086372,1269516311,"{'x': 353.5841636516143, 'y': 345.0163821082267, 'theta': 55.42531031630073, 'Delta_x': 94.65858026274863, 'Delta_y': 79, 'gamma': 28.0}"
GA_100_300_5,300,1155909082,1244947087,"{'x': 303.84895892651474, 'y': 303.58366680675556, 'theta': 80.40440000000001, 'Delta_x': 204, 'Delta_y': 25.21999999999999, 'gamma': 86.12}"
GA_100_300_6,300,1230455496,1266376680,"{'x': 319.2357702372927, 'y': 271.16945748148146, 'theta': 80.66, 'Delta_x': 162, 'Delta_y': 230.47, 'gamma': 81}"
GA_100_300_7,300,1134880117,1256950883,"{'x': 315.54749627130315, 'y': 293.23030548555624, 'theta': 84, 'Delta_x': 102.60166666666666, 'Delta_y': 238.30666666666667, 'gamma': 84}"
